Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Total_Spending,Age,Customer_Tenure,Children,Purchase_Frequency,Campaign_Engagement,Customer_Value_Score,Deal_Engagement,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Household_Type_Partner
76045.0,78,760,53,400,17,93,0,4,5,11,2,0,1323,66,12.7,0,20,1,0.4493386243386243,1,0,0,0,1,0
50870.0,13,53,0,8,0,0,2,2,0,3,5,0,63,74,12.1,1,5,0,0.059755291005291006,1,0,0,0,1,1
15315.0,27,7,4,13,15,8,17,2,0,4,5,0,64,56,13.0,0,6,0,0.0703042328042328,2,0,0,0,0,1
65463.0,17,391,32,70,21,32,16,6,2,9,5,0,562,52,12.5,1,17,1,0.3174272486772487,2,0,0,0,0,1
66480.0,71,199,9,57,20,21,6,4,1,7,4,0,312,61,12.2,2,12,0,0.16560846560846562,7,0,1,0,0,1
76773.0,79,516,56,449,86,33,16,2,2,11,1,0,1156,72,13.4,0,15,0,0.30849867724867724,1,0,1,0,0,0
81698.0,1,709,45,115,30,160,45,8,2,5,5,0,1104,43,13.4,0,15,2,0.43495370370370373,1,0,0,0,0,0
54466.0,78,12,0,4,0,0,0,1,0,2,5,0,16,53,12.5,2,3,0,0.03270502645502645,1,0,0,0,1,0
98777.0,23,1000,19,711,125,115,38,4,6,9,1,0,2008,66,12.4,0,19,1,0.5295304232804232,0,0,0,1,0,0
16269.0,75,19,3,18,3,1,0,3,0,3,8,0,44,42,12.9,1,6,0,0.06765873015873015,3,0,0,0,1,0
71819.0,70,1224,28,140,0,14,168,3,3,5,6,0,1574,55,12.9,1,11,2,0.4554563492063492,3,0,1,0,0,1
33569.0,10,16,2,18,3,0,24,1,1,2,8,0,63,43,12.8,1,4,2,0.18267195767195768,1,0,0,0,1,1
36262.0,24,88,39,54,64,28,153,3,5,3,6,0,426,43,12.8,0,11,2,0.3036044973544974,1,0,0,1,0,1
22634.0,47,2,23,11,8,6,46,2,1,2,8,0,96,60,13.5,0,5,0,0.06412037037037037,1,1,0,0,0,1
47025.0,98,508,11,59,23,5,29,11,1,6,9,0,635,48,12.9,1,18,0,0.2708333333333333,5,0,0,0,0,1
70566.0,4,381,28,215,84,28,21,6,5,9,3,0,757,58,12.8,1,20,0,0.3078042328042328,2,0,1,0,0,0
31605.0,15,74,0,42,2,1,6,2,1,4,7,0,125,47,13.7,1,7,0,0.08878968253968254,2,0,0,0,1,1
52034.0,67,146,0,93,7,13,73,4,2,5,7,0,332,53,13.2,2,11,0,0.15783730158730158,5,0,0,1,0,0
48526.0,32,23,17,23,43,20,9,2,1,4,3,0,135,47,12.6,1,7,0,0.09011243386243385,1,0,1,0,0,0
46734.0,40,110,5,137,26,23,29,6,1,5,7,0,330,72,13.7,1,12,0,0.167989417989418,2,0,1,0,0,1
39552.0,54,165,3,147,4,24,41,6,2,5,8,0,384,64,13.6,2,13,1,0.2522156084656085,7,0,1,0,0,0
86358.0,78,957,47,494,82,47,95,5,3,6,8,0,1722,60,14.0,2,14,0,0.3729497354497355,4,0,1,0,0,0
46931.0,94,41,0,17,3,1,16,1,1,3,3,0,78,49,12.3,3,5,0,0.06173941798941799,2,0,1,0,0,1
16581.0,51,1,3,4,2,3,11,0,0,3,4,0,24,41,13.5,0,3,0,0.033763227513227516,1,1,0,0,0,0
63998.0,42,176,29,818,0,33,112,7,6,11,4,0,1168,74,12.6,0,24,1,0.47050264550264553,1,0,0,0,0,0
67381.0,67,815,8,53,11,0,70,2,2,9,7,0,957,75,13.5,1,13,1,0.3280092592592592,4,0,0,1,0,1
25930.0,87,6,1,2,2,0,4,1,0,2,7,0,15,59,12.8,2,3,0,0.03257275132275132,1,0,1,0,0,0
42693.0,29,8,4,20,6,3,16,1,0,3,5,0,57,48,12.1,1,4,0,0.04854497354497355,1,0,1,0,0,1
85606.0,89,717,42,864,219,30,84,6,7,9,3,0,1956,50,13.7,1,22,1,0.5539021164021164,2,0,1,0,0,1
72903.0,74,1067,138,750,0,19,39,7,5,8,4,0,2013,41,12.7,0,20,4,0.7406084656084656,1,0,1,0,0,0
49669.0,97,166,5,107,11,8,29,5,1,6,6,0,326,52,12.2,1,12,0,0.16746031746031745,2,0,0,0,0,1
36778.0,63,29,4,34,2,4,4,3,0,3,9,0,77,58,14.0,2,6,0,0.07202380952380953,3,0,0,0,1,1
85696.0,88,714,76,395,116,0,12,4,6,9,1,0,1313,64,13.2,0,19,1,0.4375992063492063,1,0,0,0,1,0
10979.0,34,8,4,10,2,2,4,3,0,3,5,0,30,37,12.2,0,6,0,0.0658068783068783,2,0,0,1,0,0
49678.0,81,229,5,56,3,2,20,6,2,4,7,0,315,65,13.5,1,12,0,0.16600529100529102,2,0,1,0,0,1
56129.0,65,320,48,133,39,72,48,6,2,10,4,0,660,73,13.1,1,18,0,0.27414021164021163,4,0,0,1,0,1
37155.0,51,23,0,26,7,15,3,2,0,4,5,0,74,37,13.5,1,6,0,0.07162698412698414,1,0,1,0,0,1
21282.0,76,1,5,8,4,8,20,2,1,2,6,0,46,48,12.2,1,5,0,0.057506613756613756,2,0,0,0,0,0
33419.0,76,56,0,12,0,0,18,2,0,4,7,0,86,64,12.9,1,6,0,0.07321428571428572,2,0,0,0,1,0
63285.0,84,508,124,249,50,38,134,6,5,13,3,0,1103,81,12.7,0,24,0,0.3952380952380952,1,0,1,0,0,0
21255.0,56,29,0,25,2,2,3,2,1,4,4,0,61,52,12.5,1,7,0,0.08032407407407408,4,0,0,1,0,1
42162.0,31,46,7,59,2,4,27,3,1,3,6,0,145,45,12.7,1,7,2,0.22476851851851853,2,0,1,0,0,1
54450.0,0,454,0,171,8,19,32,9,2,8,8,0,684,70,13.9,2,19,0,0.2877314814814815,12,0,1,0,0,1
57744.0,91,350,3,39,0,0,19,9,1,4,8,0,411,72,12.7,1,14,0,0.19953703703703704,2,0,0,0,1,1
26576.0,40,10,0,8,0,0,9,1,0,2,9,0,27,40,13.8,1,3,2,0.16749338624338625,1,0,1,0,0,0
57513.0,59,735,40,183,52,20,30,9,3,13,6,0,1060,83,13.1,0,25,0,0.3999669312169312,2,0,0,0,1,0
68142.0,96,897,126,196,91,112,37,10,4,7,6,0,1459,62,13.9,1,21,0,0.4110780423280424,3,0,1,0,0,1
7500.0,61,5,2,3,3,0,5,1,0,2,8,0,18,47,13.9,1,3,0,0.03296957671957672,1,0,1,0,0,1
83145.0,14,777,35,731,39,137,114,5,9,11,2,0,1833,52,13.8,0,25,2,0.6355489417989418,1,0,1,0,0,1
54197.0,16,162,6,37,6,13,13,1,3,6,1,0,237,66,12.3,1,10,0,0.13485449735449737,2,0,0,1,0,1
23091.0,98,35,0,11,0,0,2,2,1,3,7,0,48,63,12.2,2,6,0,0.06818783068783069,4,0,0,0,1,0
46049.0,11,342,9,112,19,14,19,5,2,9,7,0,515,50,13.0,2,16,1,0.3007936507936508,10,0,1,0,0,1
56715.0,52,258,105,239,237,172,9,7,3,4,4,0,1020,52,13.6,0,14,0,0.2800925925925926,1,0,1,0,0,1
79410.0,19,658,80,483,123,13,13,3,2,5,1,0,1370,65,12.2,0,10,0,0.2847222222222222,1,0,1,0,0,1
57304.0,61,356,80,329,138,17,106,7,6,10,5,0,1026,75,13.4,1,23,0,0.37463624338624335,2,0,1,0,0,1
44375.0,73,213,5,28,7,7,41,4,1,6,5,0,301,61,12.3,1,11,0,0.1537367724867725,1,0,1,0,0,1
54450.0,0,454,0,171,8,19,32,9,2,8,8,0,684,70,13.9,2,19,0,0.2877314814814815,12,0,1,0,0,1
59594.0,74,457,4,29,0,0,9,8,1,7,7,0,499,61,13.8,1,16,1,0.29867724867724865,1,0,1,0,0,1
80685.0,55,241,45,604,34,26,54,6,4,10,2,0,1004,32,13.9,0,20,0,0.34047619047619043,1,0,1,0,0,1
40344.0,48,210,0,6,0,0,2,4,1,5,7,0,218,52,12.8,1,10,0,0.13234126984126984,2,0,0,0,1,1
62710.0,53,441,35,83,7,29,11,4,2,12,4,0,606,54,13.2,1,18,0,0.2669973544973545,4,0,1,0,0,1
48985.0,13,19,13,18,10,7,8,1,1,3,3,0,75,58,13.1,1,5,0,0.061342592592592594,1,0,0,0,0,1
35322.0,34,28,9,37,12,7,13,2,0,4,8,0,106,58,13.9,3,6,0,0.07585978835978836,3,0,1,0,0,1
77142.0,54,476,75,162,29,151,97,4,4,8,2,0,990,78,13.2,0,16,0,0.2969576719576719,1,0,1,0,0,1
81657.0,69,364,40,425,158,60,50,3,4,8,1,0,1097,57,12.5,0,15,0,0.30069444444444443,1,0,1,0,0,0
14421.0,81,0,0,2,3,3,8,1,0,2,5,0,16,30,12.4,0,3,1,0.09937169312169312,1,1,0,0,0,1
20130.0,99,0,6,3,7,6,12,1,0,3,8,0,34,52,12.4,0,4,0,0.04550264550264551,1,0,0,0,0,1
74214.0,3,863,83,547,86,99,33,8,2,5,5,0,1711,36,13.9,0,15,0,0.3819113756613757,1,0,0,0,1,1
66726.0,61,349,7,35,0,0,47,8,2,4,7,0,438,69,12.5,2,14,1,0.2697751322751323,3,0,0,1,0,1
23724.0,65,5,23,15,0,18,14,2,0,3,8,0,75,47,13.5,1,5,0,0.061342592592592594,2,1,0,0,0,1
47353.0,93,184,2,19,8,8,4,2,2,6,5,0,225,66,12.7,1,10,0,0.13326719576719578,3,0,0,1,0,1
33444.0,24,8,0,8,0,0,2,1,0,2,8,0,18,74,13.7,2,3,0,0.03296957671957672,1,0,0,1,0,1
54386.0,8,277,21,64,62,21,25,3,2,10,3,0,470,45,13.2,1,15,0,0.2177579365079365,2,0,1,0,0,1
28510.0,72,44,5,19,0,4,19,2,0,4,5,0,91,45,13.3,2,6,0,0.07387566137566137,3,0,1,0,0,0
90638.0,29,1156,120,915,94,144,96,3,4,10,1,0,2525,35,12.4,0,17,1,0.5770833333333333,1,0,0,1,0,0
48070.0,33,373,14,83,6,9,19,8,2,6,7,1,504,76,13.5,1,16,0,0.23267195767195767,3,0,1,0,0,1
43140.0,68,134,8,76,6,0,11,4,1,5,6,0,235,69,13.6,1,10,0,0.1345899470899471,1,0,1,0,0,1
54959.0,55,1148,0,60,0,0,24,9,5,4,7,0,1232,65,13.5,1,18,2,0.48313492063492064,3,0,0,0,1,0
15056.0,76,6,12,3,21,6,40,2,2,3,5,0,88,68,13.2,2,7,0,0.08389550264550265,5,1,0,0,0,0
26954.0,17,4,1,11,0,0,1,1,0,2,7,0,17,55,12.2,1,3,0,0.03283730158730159,1,0,1,0,0,0
22327.0,94,5,4,8,2,0,5,1,0,3,5,0,24,41,13.0,1,4,0,0.04417989417989418,1,0,1,0,0,0
44393.0,86,24,2,20,2,2,10,1,0,4,4,0,60,61,12.9,2,5,0,0.05935846560846561,2,0,1,0,0,1
62000.0,25,899,0,101,0,0,20,6,6,13,4,0,1020,74,12.9,1,25,1,0.4613425925925925,1,0,0,0,1,0
31497.0,22,108,1,28,13,1,4,3,1,4,8,0,155,64,13.6,1,8,0,0.10317460317460318,2,0,0,0,1,1
45894.0,15,27,2,7,0,2,13,1,0,3,5,0,51,52,12.4,2,4,0,0.047751322751322746,1,0,0,0,0,1
78579.0,35,816,66,549,216,66,99,5,6,4,3,0,1812,56,13.6,0,15,1,0.46193783068783073,1,0,0,1,0,0
67369.0,81,1298,0,70,37,14,42,7,4,10,4,0,1461,57,13.7,1,21,3,0.6113425925925927,4,0,0,1,0,0
58401.0,55,10,0,11,17,29,29,1,2,2,4,0,96,66,12.3,1,5,0,0.06412037037037037,1,0,1,0,0,0
62307.0,94,87,13,34,10,6,10,4,0,4,5,0,160,74,12.4,1,8,0,0.10383597883597884,1,0,1,0,0,0
43641.0,50,57,2,51,4,2,23,2,1,4,6,0,139,57,13.3,2,7,0,0.09064153439153438,3,0,0,1,0,1
63841.0,64,635,15,100,20,7,131,9,3,9,6,0,908,58,13.3,1,21,0,0.33819444444444446,1,0,0,1,0,0
46891.0,91,43,12,23,29,15,61,2,1,4,4,0,183,61,12.9,1,7,0,0.0964616402116402,1,0,0,0,0,1
70091.0,11,964,34,137,15,0,11,5,2,10,8,0,1161,57,13.3,1,17,1,0.39666005291005285,2,0,0,1,0,1
78075.0,72,572,8,259,34,35,80,3,5,5,1,0,988,54,12.3,0,13,0,0.2654431216931217,1,0,0,0,1,1
59184.0,6,341,142,113,259,151,66,6,6,12,5,0,1072,65,13.9,1,24,0,0.3911375661375662,3,0,0,0,0,0
54809.0,0,63,6,57,13,13,22,2,1,5,4,0,174,49,12.9,2,8,0,0.10568783068783068,4,0,1,0,0,1
58113.0,66,221,104,169,102,78,84,9,2,8,7,1,758,67,13.5,1,19,0,0.29751984126984127,3,0,1,0,0,1
51412.0,42,140,3,29,4,5,14,3,2,4,4,0,195,68,12.6,1,9,0,0.11888227513227513,2,0,0,1,0,1
15287.0,60,1,2,8,4,3,13,1,1,2,7,0,31,47,13.8,1,4,2,0.17843915343915343,2,0,1,0,0,0
66636.0,64,291,10,689,84,10,0,3,4,9,1,0,1084,69,12.9,0,16,0,0.3093915343915344,1,0,0,1,0,1
50965.0,87,544,13,85,8,6,29,10,4,5,8,0,685,70,13.4,1,19,1,0.3545304232804232,3,0,0,1,0,1
84618.0,96,684,100,801,21,66,0,6,9,10,2,0,1672,61,12.7,0,25,1,0.5475859788359788,1,0,0,0,1,1
18351.0,1,1,12,9,0,14,7,2,0,3,7,0,43,36,12.7,0,5,0,0.05710978835978836,1,0,1,0,0,1
40451.0,54,35,0,4,0,0,10,1,1,2,5,0,49,69,12.4,2,4,1,0.11415343915343916,1,0,0,0,1,1
36317.0,53,87,3,25,3,2,13,3,0,4,7,0,133,61,13.2,1,7,0,0.0898478835978836,2,0,1,0,0,1
42213.0,96,309,3,24,4,3,20,5,1,7,7,0,363,69,12.8,1,13,1,0.24943783068783065,2,0,1,0,0,1
65748.0,58,172,73,93,95,78,34,2,4,10,1,1,545,71,13.3,1,16,0,0.2380952380952381,2,0,1,0,0,1
77044.0,12,625,38,242,50,34,76,7,11,11,4,0,1065,54,12.7,1,29,1,0.5089616402116403,2,0,1,0,0,1
74918.0,78,972,59,913,25,19,59,5,9,6,3,0,2047,57,13.4,0,20,1,0.5451058201058201,1,0,1,0,0,1
56721.0,64,157,6,39,6,13,75,4,1,5,6,0,296,54,13.7,2,10,0,0.14265873015873018,5,0,1,0,0,1
42160.0,26,48,9,45,3,15,20,2,1,4,6,0,140,51,13.1,2,7,1,0.1574404761904762,4,0,1,0,0,0
61559.0,8,279,83,88,32,14,34,4,2,10,3,0,530,61,13.0,1,16,0,0.23611111111111113,1,0,1,0,0,0
33629.0,49,132,0,16,0,0,4,3,1,4,9,0,152,63,14.0,2,8,0,0.10277777777777779,5,0,0,0,1,1
68682.0,56,919,0,505,99,30,45,4,9,10,2,0,1598,35,12.8,0,23,0,0.45029761904761906,1,0,0,0,1,1
34377.0,55,62,0,22,3,1,26,2,2,2,7,0,114,63,13.5,1,6,0,0.07691798941798943,2,0,1,0,0,0
8940.0,25,1,45,3,4,6,42,3,1,3,8,0,101,40,13.9,1,7,0,0.08561507936507935,3,1,0,0,0,0
26228.0,50,2,6,4,3,1,9,1,0,2,8,0,25,53,12.8,1,3,0,0.033895502645502645,1,0,1,0,0,1
77297.0,84,408,61,109,48,122,41,5,7,9,4,0,789,69,13.5,0,21,1,0.38912037037037034,1,0,0,0,0,0
40211.0,30,51,1,7,2,1,25,2,1,2,8,0,87,45,13.0,2,5,1,0.12959656084656085,2,0,1,0,0,1
33438.0,81,62,1,16,3,2,6,2,1,4,5,0,90,68,12.8,2,7,0,0.08416005291005291,4,0,0,0,1,0
75032.0,74,952,12,180,47,12,12,5,4,9,3,0,1215,67,13.2,1,18,0,0.34755291005291006,2,0,0,0,1,1
61284.0,76,618,15,106,20,7,45,11,2,8,6,0,811,71,12.8,0,21,1,0.39203042328042326,1,0,0,0,1,0
22518.0,36,11,7,12,2,2,27,2,1,2,5,0,61,40,13.8,1,5,2,0.1928240740740741,2,0,1,0,0,1
54730.0,64,318,3,17,4,7,56,4,1,8,4,0,405,51,12.9,1,13,0,0.18832671957671956,5,0,0,1,0,1
38452.0,62,56,0,14,0,0,2,3,0,3,7,0,72,71,12.3,2,6,0,0.07136243386243386,3,0,0,1,0,1
44421.0,53,110,5,59,7,1,7,5,0,4,8,0,189,55,13.4,2,9,0,0.11808862433862433,5,0,1,0,0,0
38197.0,86,23,0,11,2,1,3,1,0,3,5,0,40,40,13.1,1,4,0,0.0462962962962963,1,0,0,0,1,1
41986.0,15,27,5,8,8,3,12,3,0,4,4,0,63,48,12.5,1,7,0,0.08058862433862433,3,0,1,0,0,0
28427.0,67,18,3,19,3,3,6,2,0,3,8,0,52,43,13.4,1,5,0,0.05830026455026455,2,0,1,0,0,1
37395.0,47,18,0,9,0,1,11,1,0,3,6,0,39,50,12.2,1,4,0,0.046164021164021164,1,0,0,0,1,1
64722.0,47,303,0,280,60,147,15,8,2,11,6,0,805,55,12.2,1,21,0,0.3245701058201058,4,0,1,0,0,1
55249.0,81,97,1,19,2,0,11,2,1,4,3,0,130,70,12.3,1,7,0,0.0894510582010582,1,0,0,1,0,1
84906.0,98,997,15,414,99,30,76,5,6,12,2,0,1631,54,12.8,0,23,3,0.6546626984126984,1,0,1,0,0,1
28691.0,56,5,4,13,8,0,4,1,0,3,8,0,34,37,13.1,1,4,0,0.04550264550264551,1,0,1,0,0,1
44213.0,48,95,11,35,0,4,7,2,1,5,6,0,152,74,12.7,2,8,0,0.10277777777777779,4,0,1,0,0,0
25707.0,18,1,6,2,3,6,3,1,0,3,7,0,21,42,12.5,1,4,0,0.043783068783068785,1,1,0,0,0,0
59062.0,74,46,1,12,3,0,9,2,0,3,4,0,71,59,12.8,3,5,0,0.06081349206349206,2,0,0,0,1,1
76624.0,68,411,106,147,54,115,66,5,10,7,1,0,899,64,12.2,1,22,1,0.4140873015873016,1,0,1,0,0,0
66000.0,36,244,51,270,101,0,45,1,3,5,1,0,711,79,12.3,0,9,0,0.18713624338624338,1,0,0,1,0,1
27683.0,90,152,9,121,12,12,45,6,2,4,8,0,351,48,14.0,1,12,0,0.17076719576719576,4,0,0,0,1,1
1730.0,65,1,1,3,1,1,1,0,0,0,20,0,8,55,12.2,0,0,0,0.0003968253968253969,15,0,1,0,0,0
7500.0,63,10,17,18,8,26,40,3,2,2,9,0,119,34,13.6,1,7,0,0.08799603174603175,4,1,0,0,0,0
40521.0,82,12,0,5,0,0,4,0,1,2,5,0,21,58,13.3,2,3,0,0.03336640211640212,1,0,1,0,0,1
20427.0,63,5,0,4,0,0,1,1,0,2,8,0,10,53,12.3,1,3,0,0.03191137566137566,1,0,0,0,1,1
65106.0,55,790,19,133,12,0,19,8,3,13,6,0,973,51,12.2,1,24,1,0.44470899470899466,3,0,1,0,0,1
69969.0,64,882,29,514,38,29,44,4,2,6,3,0,1536,61,12.9,0,12,3,0.5275132275132276,1,0,0,0,1,1
67433.0,51,615,28,259,12,48,30,6,5,13,4,0,992,74,13.0,2,24,1,0.4472222222222222,4,0,1,0,0,1
77766.0,97,1004,59,265,115,59,27,11,10,11,6,0,1529,59,13.4,1,32,2,0.6682539682539682,2,0,0,0,1,1
74716.0,92,133,27,421,13,195,71,7,3,5,4,0,860,54,12.9,1,15,0,0.2693452380952381,2,0,1,0,0,1
68118.0,51,595,23,123,10,23,154,8,9,4,6,0,928,63,12.8,1,21,0,0.3408399470899471,2,0,1,0,0,0
55158.0,72,293,0,87,4,11,23,7,2,5,7,0,418,56,14.0,2,14,1,0.26712962962962966,4,0,0,0,1,1
62972.0,39,313,15,47,20,0,192,7,4,3,6,0,587,71,14.0,1,14,1,0.289484126984127,2,0,0,0,0,1
74190.0,49,151,81,86,168,91,64,4,2,11,2,0,641,51,12.2,1,17,0,0.2612103174603175,2,0,1,0,0,1
39356.0,21,15,0,2,0,0,6,1,0,2,6,0,23,50,12.4,2,3,1,0.10029761904761907,1,0,1,0,0,1
76653.0,91,736,63,946,219,189,126,4,7,11,2,0,2279,57,12.9,0,22,2,0.6632936507936508,1,0,1,0,0,1
35860.0,37,15,0,8,4,2,20,1,1,2,5,0,49,53,12.2,2,4,1,0.11415343915343916,2,0,0,0,1,0
90687.0,98,982,17,672,23,34,51,6,2,8,2,0,1779,43,13.2,0,16,2,0.5346560846560847,1,0,0,0,1,0
73450.0,85,1142,51,415,90,69,37,7,8,11,3,0,1804,44,12.6,0,26,2,0.6421296296296296,1,0,0,1,0,1
31454.0,40,28,0,11,0,0,9,2,0,3,8,0,48,66,13.1,2,5,0,0.05777116402116402,3,0,1,0,0,1
47139.0,2,46,0,12,0,2,23,2,1,2,7,0,83,74,12.4,2,5,1,0.12906746031746033,2,0,1,0,0,0
83829.0,78,897,161,430,186,161,27,4,7,6,1,0,1862,51,12.8,0,17,4,0.6893849206349207,0,0,1,0,0,0
53378.0,41,489,6,152,8,6,132,9,4,6,8,0,793,63,13.8,2,19,1,0.36881613756613757,10,0,0,0,1,1
19656.0,94,25,4,9,6,8,32,2,1,3,7,0,84,56,13.5,1,6,0,0.07294973544973544,3,0,1,0,0,1
45579.0,10,145,1,33,2,1,1,4,1,4,6,0,183,78,12.9,1,9,0,0.11729497354497354,1,0,0,0,1,1
85485.0,73,630,26,611,44,18,54,6,6,6,2,0,1383,68,12.1,0,18,0,0.3697751322751323,1,0,0,0,0,0
55956.0,22,760,38,104,50,9,38,7,3,4,4,0,999,82,12.3,0,14,1,0.34398148148148144,2,0,1,0,0,1
64191.0,30,420,15,186,151,38,15,5,3,13,3,0,825,63,13.5,1,21,0,0.32721560846560843,3,0,0,1,0,0
38808.0,21,125,17,52,3,19,30,5,1,4,8,0,246,54,13.9,1,10,2,0.2693783068783069,4,0,1,0,0,0
57183.0,51,464,5,64,7,0,70,9,1,7,8,0,610,60,13.4,2,17,0,0.25710978835978837,8,0,0,1,0,1
23748.0,97,6,6,29,12,15,8,2,1,3,8,0,76,58,13.7,1,6,0,0.0718915343915344,3,0,0,1,0,0
66303.0,56,1090,12,96,16,12,60,3,4,11,8,0,1286,55,13.4,1,18,1,0.4236111111111111,4,0,1,0,0,1
37368.0,4,3,2,11,2,2,10,1,0,2,6,0,30,51,12.6,1,3,1,0.10122354497354498,1,0,0,1,0,1
40800.0,77,24,0,27,8,30,10,3,0,3,7,1,99,62,13.6,3,6,0,0.07493386243386244,2,0,1,0,0,1
71847.0,95,737,21,106,55,63,210,6,7,9,3,0,1192,48,13.8,0,22,1,0.4528439153439154,0,0,1,0,0,0
46149.0,36,254,6,71,4,0,27,5,1,7,5,0,362,51,12.7,1,13,0,0.18263888888888888,5,0,1,0,0,1
78687.0,13,817,185,687,145,55,241,4,6,8,2,0,2130,43,14.0,0,18,2,0.6019179894179895,1,0,1,0,0,1
49118.0,90,620,54,239,99,98,119,9,7,10,7,0,1229,55,13.9,0,26,3,0.6327380952380953,2,0,0,0,0,0
37633.0,49,13,4,20,0,0,1,1,0,3,9,0,38,69,13.8,2,4,0,0.046031746031746035,2,0,0,0,1,1
39767.0,18,113,61,204,34,26,47,7,1,7,8,0,485,75,13.0,0,15,0,0.2197420634920635,2,0,0,1,0,1
26997.0,89,7,23,78,133,49,144,4,2,5,7,0,434,75,13.7,0,11,0,0.1713293650793651,2,1,0,0,0,1
33986.0,43,16,2,18,2,1,5,1,0,3,7,0,44,56,13.4,1,4,0,0.046825396825396826,1,0,1,0,0,0
57091.0,82,462,0,24,6,0,4,9,2,5,7,0,496,54,13.7,1,16,2,0.36494708994708996,2,0,0,0,1,1
46831.0,84,22,2,10,6,4,34,1,2,2,4,0,78,57,13.1,2,5,0,0.06173941798941799,2,0,0,0,0,1
83151.0,80,968,147,842,137,42,210,5,7,10,2,0,2346,54,13.5,0,22,4,0.805489417989418,1,0,0,1,0,1
52531.0,68,283,112,151,51,72,125,7,2,10,6,0,794,55,13.6,0,19,0,0.302281746031746,2,0,1,0,0,1
15759.0,12,1,2,5,6,0,3,1,0,2,7,0,17,70,12.9,0,3,0,0.03283730158730159,1,0,1,0,0,1
22804.0,75,14,1,7,2,1,1,2,0,2,9,0,26,55,13.0,1,4,0,0.044444444444444446,1,0,1,0,0,0
43050.0,10,30,5,24,6,3,8,2,0,4,5,0,76,53,12.4,1,6,0,0.0718915343915344,2,0,0,0,0,1
42997.0,91,4,0,5,0,1,5,1,0,2,7,0,15,49,12.6,2,3,0,0.03257275132275132,1,0,0,0,1,0
48918.0,21,52,0,9,0,0,1,1,0,4,4,0,62,63,12.3,2,5,0,0.059623015873015876,2,0,0,0,1,0
60033.0,28,62,1,57,19,11,48,2,1,5,2,0,198,72,12.3,1,8,0,0.10886243386243387,2,0,0,1,0,1
34043.0,97,20,2,14,3,0,10,2,0,2,9,0,49,48,12.8,1,4,0,0.04748677248677249,1,0,0,0,1,1
57811.0,49,545,7,114,37,21,78,7,2,11,5,0,802,60,13.1,1,20,1,0.3804232804232804,5,0,1,0,0,1
78569.0,14,558,79,622,207,175,95,4,6,4,1,0,1736,80,12.4,0,14,2,0.5081349206349207,1,0,1,0,0,1
7500.0,5,6,5,4,13,4,25,2,1,3,6,0,57,48,13.6,2,6,0,0.06937830687830689,4,0,1,0,0,0
157733.0,37,39,1,9,2,0,8,1,0,1,1,0,59,55,13.1,1,2,0,0.027976190476190477,0,0,0,1,0,1
94384.0,62,1111,24,790,160,45,172,5,8,5,2,0,2302,73,13.4,0,18,4,0.7580026455026454,0,0,1,0,0,1
23148.0,83,4,6,8,6,3,10,2,0,3,7,0,37,41,12.4,0,5,0,0.05631613756613757,1,0,0,0,0,1
44267.0,48,183,5,65,3,5,49,5,2,4,9,0,310,56,13.4,2,11,0,0.1549272486772487,5,0,1,0,0,0
71626.0,94,546,72,376,94,145,72,5,5,8,3,0,1305,47,13.7,0,18,1,0.42612433862433857,1,0,1,0,0,1
60894.0,61,606,7,155,10,0,54,10,3,8,7,0,832,60,13.1,1,21,0,0.3281415343915344,5,0,1,0,0,1
50200.0,70,266,6,51,8,6,64,7,1,5,8,0,401,50,13.3,2,13,0,0.18779761904761905,6,0,1,0,0,1
81051.0,43,1142,29,249,38,29,14,5,5,12,2,0,1501,61,12.2,0,22,2,0.5603835978835979,1,0,0,0,1,1
65169.0,23,1074,0,69,0,0,46,10,4,13,6,0,1189,44,12.5,0,27,5,0.77119708994709,1,0,1,0,0,1
59868.0,37,771,51,154,54,10,154,11,2,12,6,0,1194,54,13.0,1,25,0,0.417691798941799,7,0,1,0,0,1
65695.0,50,371,32,189,0,58,6,5,4,10,4,0,656,66,12.5,1,19,0,0.28402777777777777,2,0,0,0,1,1
64857.0,78,556,14,717,210,0,43,7,5,10,4,0,1540,70,13.7,0,22,0,0.4322089947089947,1,0,0,1,0,0
45143.0,74,202,5,74,11,5,14,6,1,5,7,0,311,61,12.9,1,12,0,0.16547619047619047,3,0,0,1,0,1
74805.0,14,209,162,209,41,162,37,4,7,10,2,0,820,71,12.7,1,21,0,0.3265542328042328,5,0,0,0,0,1
59060.0,77,35,40,111,36,40,12,3,1,7,4,0,274,37,12.5,1,11,0,0.15016534391534392,3,0,0,0,0,1
27238.0,39,37,0,17,0,0,3,3,0,3,9,0,57,64,13.3,2,6,0,0.06937830687830689,3,0,0,0,1,0
47009.0,89,171,45,73,59,10,90,3,2,8,4,0,448,61,12.8,1,13,0,0.19401455026455028,4,0,1,0,0,1
46094.0,62,12,2,20,3,2,5,1,0,3,7,0,44,53,12.1,2,4,0,0.046825396825396826,1,0,0,0,0,1
40321.0,59,44,4,21,6,0,27,3,0,3,7,0,102,54,13.0,2,6,0,0.07533068783068783,2,0,1,0,0,1
